application_id,company_name,industry,loan_purpose,annual_revenue,loan_amount_requested,loan_to_revenue_ratio,years_in_business,num_employees,credit_score,debt_to_income_ratio,monthly_cash_flow,existing_loans,late_payments_12m,avg_daily_transactions,transaction_volatility,max_overdraft_30d,risk_tier,default_probability,default,application_date
APP-004641,Harris Ltd,Retail,Real Estate,23565.21,774165.26,32.852,4.9,3,689,0.1078,379.96,1,0,9.35,0.3179,905.73,A,0.6508,1,2025-07-08
APP-004642,Luna-Costa,Media,Business Expansion,207986.12,80669.98,0.3879,10.5,72,666,0.2305,3682.15,1,0,122.74,0.675,0.0,A,0.4074,0,2026-04-01
APP-004643,"Spence, Thompson and Patel",Retail,Business Expansion,199687.78,218594.49,1.0947,13.8,56,722,0.3476,1435.18,0,0,3.75,0.7095,0.0,AA,0.4233,0,2026-02-28
APP-004644,Galloway-Morgan,Technology,Working Capital,190378.68,36060.02,0.1894,2.2,1,673,0.1929,2480.27,0,2,46.57,0.3435,367.13,A,0.6365,1,2025-08-27
APP-004645,Chung-Garcia,Finance,Equipment Purchase,39516320.76,21100.29,0.0005,10.6,38,847,0.3621,724624.1,4,1,8.77,0.6647,0.0,AA,0.4827,0,2026-03-17
APP-004646,Howe-Jones,Real Estate,Equipment Purchase,1330728.89,298230.68,0.2241,7.6,99,736,0.3854,15738.57,1,0,61.22,0.5595,0.0,AA,0.3044,1,2025-06-04
APP-004647,"Morse, Chavez and Smith",Retail,Equipment Purchase,78742.94,448322.13,5.6935,2.8,16,745,0.5105,361.49,1,0,6.69,0.3067,0.0,A,0.8414,0,2026-02-01
APP-004648,Byrd-Oconnell,Media,Real Estate,9477711.58,282415.34,0.0298,13.5,10,482,0.3609,101035.47,0,1,6.16,0.3421,0.0,B,0.9783,1,2025-08-06
APP-004649,"Macias, Moore and Fitzpatrick",Healthcare,Research & Development,45485.45,63364.65,1.3931,11.7,34,571,0.1112,806.23,4,2,9.51,0.2545,0.0,BB,0.9331,1,2026-02-28
APP-004650,Anderson PLC,Healthcare,Equipment Purchase,1700496.85,3874.06,0.0023,11.4,2,637,0.6711,24512.58,2,3,2.18,0.2335,0.0,BB,0.9556,0,2025-07-04
APP-004651,Roy-Johnson,Retail,Real Estate,28604.05,67270.66,2.3518,5.6,4,622,0.1488,171.47,1,1,47.38,0.5731,0.0,BBB,0.8733,1,2025-04-12
APP-004652,"Simpson, Garcia and Taylor",Real Estate,Working Capital,17474597.64,325540.0,0.0186,12.3,10,730,0.0756,174718.86,1,3,19.61,0.2908,0.0,AA,0.5282,0,2025-08-24
APP-004653,"Gonzalez, Moore and Schultz",Manufacturing,Equipment Purchase,25583.51,922576.69,36.0614,7.9,57,693,0.3591,309.67,4,0,34.38,0.5656,0.0,A,0.836,1,2025-06-30
APP-004654,Hutchinson Group,Manufacturing,Research & Development,283491.76,884007.96,3.1183,0.0,53,702,0.2327,2047.43,3,1,5.34,0.7741,0.0,AA,0.9019,1,2025-12-04
APP-004655,Thompson-Shaw,Agriculture,Equipment Purchase,1796827.64,80915.72,0.045,11.7,1,695,0.0241,22726.35,2,0,8.42,0.598,0.0,A,0.1341,1,2025-10-27
APP-004656,Parker Group,Agriculture,Debt Consolidation,36004.57,50103.97,1.3916,11.1,14,680,0.298,482.77,1,0,66.93,0.5642,0.0,A,0.4703,0,2026-02-14
APP-004657,Hernandez Ltd,Technology,Equipment Purchase,19693073.47,67251.26,0.0034,10.1,10,720,0.3485,209773.22,1,3,12.05,0.2013,0.0,AA,0.6896,1,2025-09-10
APP-004658,"Larsen, Melendez and Burnett",Media,Real Estate,71010.05,19307.17,0.2719,12.1,22,682,0.0766,733.37,1,1,50.88,0.2722,0.0,A,0.2641,0,2025-11-16
APP-004659,Bryant-Tapia,Healthcare,Working Capital,146768.38,50339.95,0.343,13.8,11,555,0.3334,1686.94,5,1,55.49,0.3102,135.52,BB,0.9148,1,2026-01-28
APP-004660,Simmons Group,Agriculture,Working Capital,1395006.55,92289.01,0.0662,16.9,21,850,0.0911,16398.78,0,1,21.03,0.4608,0.0,AAA,0.2363,0,2025-11-03
APP-004661,"Hester, Lawrence and Norton",Agriculture,Working Capital,413126.71,106948.6,0.2589,0.0,10,551,0.1338,2274.23,1,2,5.84,0.6662,1833.9,BB,0.9901,1,2026-02-05
APP-004662,Warner-Hicks,Real Estate,Research & Development,110344.03,224779.07,2.0371,4.7,5,704,0.6214,1672.82,5,4,34.27,0.4207,0.0,BBB,0.9785,1,2026-01-26
APP-004663,"Lawrence, Hood and Harrell",Technology,Working Capital,3610285.22,104516.34,0.0289,5.2,6,741,0.6673,52128.09,2,0,37.45,0.199,0.0,BB,0.3567,0,2025-04-16
APP-004664,Quinn and Sons,Transportation,Research & Development,4547812.31,10790.56,0.0024,7.6,3,683,0.2604,39043.36,3,3,31.44,0.5359,0.0,A,0.8009,1,2025-08-19
APP-004665,Morris-Hayes,Healthcare,Business Expansion,190768.46,479166.44,2.5118,10.3,53,560,0.2889,3910.9,1,2,130.98,0.742,0.0,BB,0.9908,1,2025-07-27
APP-004666,Harris LLC,Technology,Equipment Purchase,39565.2,117200.4,2.9622,13.9,15,770,0.0493,653.27,1,0,5.72,0.6556,0.0,AAA,0.413,0,2025-11-17
APP-004667,"Smith, Carroll and Harris",Media,Real Estate,1234225.69,44935.88,0.0364,8.8,7,648,0.6396,7411.44,1,0,12.27,0.5731,0.0,BBB,0.7096,1,2025-11-06
APP-004668,"Crawford, Moss and Rodriguez",Healthcare,Business Expansion,5588119.76,51056.2,0.0091,14.5,7,735,0.542,116064.35,2,0,21.62,0.6884,20.65,A,0.425,1,2025-11-17
APP-004669,Martinez Ltd,Media,Real Estate,31872.66,75290.41,2.3622,18.0,6,689,0.1145,418.94,1,2,30.72,0.7408,0.0,A,0.8151,1,2025-07-29
APP-004670,"Mejia, Yang and Elliott",Technology,Real Estate,369098.32,1223210.4,3.3141,12.9,92,685,0.2513,2281.58,2,0,18.7,0.6514,431.06,A,0.6741,1,2025-09-24
APP-004671,"Collins, Martin and Williams",Transportation,Business Expansion,867762.17,3770.13,0.0043,6.8,144,772,0.1461,12674.21,5,3,58.37,0.7644,424.84,AAA,0.7428,1,2025-12-15
APP-004672,Le Ltd,Retail,Real Estate,673523.95,58468.5,0.0868,9.3,2,597,0.155,5658.14,1,1,31.0,0.1707,0.0,BB,0.6633,0,2026-01-04
APP-004673,Robinson Group,Energy,Debt Consolidation,279879.15,166867.91,0.5962,6.5,4,693,0.3368,2261.7,0,1,78.1,0.6697,0.0,A,0.5817,1,2026-03-13
APP-004674,Allen-Morales,Manufacturing,Business Expansion,1836663.42,78312.42,0.0426,0.0,18,670,0.1405,14581.6,1,0,18.14,0.5421,0.0,A,0.4641,0,2025-07-05
APP-004675,Hammond-Lee,Real Estate,Business Expansion,9748.83,66977.88,6.8704,7.0,5,641,0.5965,158.71,2,1,64.72,0.5442,0.0,BBB,0.9846,1,2025-06-01
APP-004676,"Wall, Jensen and Hamilton",Real Estate,Equipment Purchase,543916.03,94524.88,0.1738,13.3,20,812,0.0787,4962.6,1,1,45.67,0.4062,0.0,AAA,0.2261,0,2025-06-10
APP-004677,Silva Inc,Retail,Business Expansion,267737.05,376453.34,1.4061,18.3,25,817,0.1163,3494.51,2,0,10.11,0.1946,0.0,AAA,0.164,0,2025-10-16
APP-004678,Jacobson-Black,Media,Real Estate,847648.0,22642.9,0.0267,1.1,25,810,0.3141,5705.62,1,1,27.56,0.4307,0.0,AA,0.4619,0,2025-09-02
APP-004679,Jacobs-Kelley,Technology,Business Expansion,5313488.44,23517.15,0.0044,4.0,56,729,0.6575,51075.1,2,2,8.03,0.2215,349.45,BB,0.7372,1,2025-06-29
APP-004680,"Miller, Rodriguez and Macias",Energy,Research & Development,1923561.29,5469.49,0.0028,7.1,10,669,0.1718,15000.67,1,0,12.58,0.1077,0.0,A,0.1636,0,2025-04-26
APP-004681,"Ramirez, Moreno and Miller",Manufacturing,Debt Consolidation,64728.08,1640344.43,25.3421,7.4,5,683,0.168,710.33,1,1,12.15,0.2331,0.0,A,0.8265,1,2025-08-14
APP-004682,Ruiz LLC,Energy,Debt Consolidation,667532.32,26580.62,0.0398,15.5,61,715,0.0203,11549.87,1,3,22.55,0.5435,498.34,AA,0.5814,1,2025-06-22
APP-004683,"Sims, Robinson and Johnson",Agriculture,Equipment Purchase,54439.68,51154.2,0.9396,20.1,349,757,0.3642,530.48,2,1,23.06,0.6302,117.45,AA,0.5824,1,2026-01-15
APP-004684,Pena Group,Energy,Real Estate,179334.41,38585.88,0.2152,5.6,255,850,0.377,2200.38,1,1,35.45,0.77,0.0,AA,0.5704,0,2025-12-08
APP-004685,Baker and Sons,Finance,Business Expansion,183881.2,17393.22,0.0946,5.8,12,738,0.3256,3122.89,0,3,87.07,0.1335,444.12,AA,0.6707,1,2025-11-16
APP-004686,Johnson Group,Manufacturing,Business Expansion,406304.6,55392.31,0.1363,8.0,25,764,0.2575,5799.26,4,2,20.42,0.2496,260.95,AAA,0.4694,1,2025-12-02
APP-004687,Harris-Hodge,Agriculture,Equipment Purchase,779338.59,953234.59,1.2231,10.8,23,668,0.1881,7735.82,0,0,21.02,0.2066,0.0,A,0.3041,0,2025-10-18
APP-004688,Stevens Ltd,Media,Real Estate,3078578.27,504163.14,0.1638,12.3,16,540,0.5574,48188.59,0,0,106.23,0.4214,0.0,B,0.9326,1,2026-03-20
APP-004689,"Hurst, Bender and Mcfarland",Media,Equipment Purchase,287423.64,119562.14,0.416,2.7,99,632,0.7116,4451.44,3,0,21.01,0.3415,861.56,BB,0.8027,1,2025-10-05
APP-004690,"Moore, Houston and Skinner",Manufacturing,Research & Development,7174569.07,74940.16,0.0104,4.6,69,850,0.2691,35418.7,4,0,17.19,0.7165,0.0,AAA,0.268,0,2025-12-01
APP-004691,"Olsen, Freeman and Higgins",Media,Business Expansion,87658.23,13946.0,0.1591,7.7,355,709,0.3204,1537.82,3,4,4.27,0.7744,954.0,AA,0.9218,0,2026-02-04
APP-004692,Durham PLC,Manufacturing,Debt Consolidation,3527500.73,52631.7,0.0149,13.0,315,652,0.2999,52987.32,1,0,11.55,0.6792,0.0,A,0.4811,1,2025-05-05
APP-004693,Jones Ltd,Real Estate,Equipment Purchase,14139.01,76112.08,5.3831,0.0,28,780,0.5041,76.45,1,0,31.08,0.1736,0.0,A,0.9066,1,2026-01-07
APP-004694,Collins and Sons,Transportation,Real Estate,11492198.69,11032.93,0.001,11.4,32,690,0.3006,120071.99,1,1,8.51,0.4103,468.05,A,0.3922,0,2026-03-31
APP-004695,"Garcia, Chase and Patterson",Transportation,Business Expansion,133211.52,133695.22,1.0036,3.1,1,623,0.4001,2182.51,2,0,6.82,0.5223,0.0,BBB,0.7658,0,2025-08-13
APP-004696,Flores-Torres,Technology,Equipment Purchase,9557679.06,618529.84,0.0647,6.7,88,612,0.0905,76794.92,3,1,80.2,0.5666,438.84,BBB,0.6875,1,2025-08-06
APP-004697,"Davis, Khan and Stafford",Agriculture,Working Capital,53383.3,29790.44,0.558,19.3,7,588,0.4068,868.15,2,0,2.31,0.6443,0.0,BB,0.8497,0,2025-09-11
APP-004698,Taylor Group,Technology,Debt Consolidation,3990708.85,5716.1,0.0014,17.6,10,538,0.3634,20860.03,1,0,187.48,0.7199,428.68,B,0.9198,0,2026-02-27
APP-004699,"Raymond, Lucas and Lewis",Manufacturing,Debt Consolidation,25920.8,169089.22,6.5233,9.4,6,633,0.1365,144.68,1,0,24.97,0.1082,0.0,BBB,0.8123,1,2025-06-30
APP-004700,"Christensen, Dorsey and Reyes",Real Estate,Business Expansion,21863.76,9077.49,0.4152,10.9,14,591,0.0852,381.83,2,0,5.25,0.1974,461.6,BB,0.4963,1,2025-08-26
APP-004701,Perez Inc,Finance,Equipment Purchase,2982415.4,244535.29,0.082,5.2,28,772,0.5993,46918.98,2,3,12.99,0.54,0.0,BBB,0.8951,1,2025-11-18
APP-004702,Harris-Martin,Manufacturing,Real Estate,234622.05,397719.02,1.6951,9.0,19,774,0.425,4773.69,0,0,34.26,0.4697,436.04,AA,0.4708,0,2026-02-02
APP-004703,Kerr Inc,Retail,Research & Development,252577.29,87108.74,0.3449,8.2,22,607,0.01,3347.21,2,0,41.69,0.7228,0.0,BBB,0.5517,1,2026-01-09
APP-004704,Brown PLC,Finance,Debt Consolidation,364452.94,102488.4,0.2812,10.6,32,758,0.2369,6062.54,1,0,3.55,0.7148,0.0,AAA,0.2632,0,2025-05-08
APP-004705,Robbins-Ross,Technology,Working Capital,448865.96,180523.3,0.4022,9.3,2,706,0.1456,2471.29,0,0,6.17,0.2927,49.55,AA,0.1336,0,2026-02-09
APP-004706,Morris-Morris,Technology,Working Capital,6077173.8,10350.04,0.0017,14.7,13,739,0.0555,25715.1,1,1,6.46,0.4311,568.85,AA,0.2055,0,2025-04-23
APP-004707,Peterson and Sons,Agriculture,Real Estate,309841.84,3716.29,0.012,0.2,64,727,0.3926,2861.84,3,1,35.91,0.6861,1824.35,AA,0.8195,1,2025-06-16
APP-004708,White-Mcgrath,Real Estate,Business Expansion,522624.31,169660.78,0.3246,6.1,627,626,0.2494,4774.79,2,0,19.01,0.3368,833.38,BBB,0.4943,0,2025-06-29
APP-004709,Stein-Fox,Retail,Business Expansion,211185.7,7744.23,0.0367,3.1,1,609,0.1924,2693.72,2,0,35.08,0.18,124.07,BBB,0.4619,0,2025-04-08
APP-004710,"Wright, Brown and Duke",Manufacturing,Equipment Purchase,761107.29,505591.6,0.6643,2.7,20,702,0.4611,11543.28,0,1,115.61,0.4229,0.0,A,0.5833,1,2026-03-31
APP-004711,Hutchinson-Vaughan,Real Estate,Debt Consolidation,112089.91,20358.0,0.1816,5.2,35,534,0.3938,2003.21,1,0,23.28,0.2167,0.0,B,0.8822,1,2026-03-17
APP-004712,"Gallagher, Francis and Nelson",Media,Working Capital,328813.99,90600.17,0.2755,4.0,2,688,0.168,2739.93,3,2,28.45,0.3602,0.0,A,0.5365,0,2025-10-11
APP-004713,"Thompson, Wilson and Brown",Healthcare,Business Expansion,41253.46,43563.28,1.056,0.0,623,571,0.4316,648.25,1,1,6.85,0.5356,0.0,BB,0.9821,1,2025-07-23
APP-004714,"White, Chavez and Rodriguez",Transportation,Business Expansion,73220.6,28505.21,0.3893,12.4,2,662,0.1359,1502.91,2,1,33.23,0.402,80.61,A,0.4516,0,2025-07-21
APP-004715,Jones Group,Healthcare,Working Capital,1050230.05,173690.65,0.1654,14.9,42,629,0.1162,8273.08,1,3,10.68,0.3331,0.0,BBB,0.8562,1,2025-12-25
APP-004716,Bell-Salazar,Real Estate,Debt Consolidation,1963714.69,373588.78,0.1902,5.0,2,805,0.3937,23834.67,2,0,9.76,0.3653,0.0,AA,0.2542,1,2025-09-30
APP-004717,Holmes-Garrison,Energy,Business Expansion,98252.08,14448.36,0.1471,0.0,8,835,0.3593,1835.19,2,0,57.98,0.6523,0.0,AA,0.5324,0,2025-05-15
APP-004718,"Tran, Williams and Jennings",Energy,Equipment Purchase,2139727.3,219971.64,0.1028,11.5,33,765,0.4647,23652.7,0,1,145.39,0.4572,0.0,A,0.4937,0,2026-01-25
APP-004719,King-Christian,Technology,Equipment Purchase,1268908.82,51304.91,0.0404,23.1,4,598,0.1482,20648.79,1,0,7.89,0.2642,0.0,BB,0.4807,1,2025-06-02
APP-004720,"Clark, Adams and Sanders",Real Estate,Equipment Purchase,547597.26,100880.43,0.1842,7.5,55,624,0.0632,10062.19,3,1,25.25,0.1541,0.0,BBB,0.475,0,2025-09-12
APP-004721,Campbell-Combs,Real Estate,Real Estate,252925.52,1286574.85,5.0868,10.9,5,620,0.2122,4727.41,4,1,6.92,0.7088,18.09,BBB,0.9746,1,2025-11-09
APP-004722,"Williams, Rivera and Page",Media,Business Expansion,5068.35,49269.56,9.721,17.1,5,828,0.1251,98.23,1,1,5.69,0.6923,266.46,AAA,0.8511,1,2026-01-16
APP-004723,"Smith, Huff and Cummings",Real Estate,Business Expansion,409978.11,112522.12,0.2745,3.7,11,614,0.4116,4645.45,4,1,8.06,0.3847,0.0,BBB,0.8325,0,2025-11-11
APP-004724,Vargas-Christensen,Finance,Debt Consolidation,2961939.45,7972.81,0.0027,8.7,64,700,0.1309,57381.71,2,0,5.04,0.7695,0.0,AA,0.1987,0,2026-03-26
APP-004725,"Boyd, Watson and Patel",Healthcare,Debt Consolidation,1507275.05,485845.91,0.3223,0.0,7,787,0.4358,22001.27,3,1,71.0,0.7284,0.0,AA,0.7959,0,2025-12-21
APP-004726,Campbell-Ferguson,Real Estate,Debt Consolidation,1497107.75,52416.92,0.035,13.9,4,800,0.515,29017.53,0,1,26.0,0.1085,0.0,A,0.392,0,2025-07-22
APP-004727,"Owens, Figueroa and Smith",Media,Research & Development,145505.99,15904.13,0.1093,0.9,10,726,0.4048,2970.35,2,0,195.26,0.3764,105.29,AA,0.3546,0,2025-10-14
APP-004728,Davis PLC,Retail,Real Estate,196626.12,22748.27,0.1157,5.0,20,564,0.4898,1979.05,0,0,11.09,0.6581,132.53,BB,0.9116,1,2025-06-14
APP-004729,Jackson Group,Technology,Research & Development,329716.83,137809.65,0.418,13.7,134,641,0.4191,5335.9,0,1,26.19,0.2526,0.0,BBB,0.703,0,2026-01-22
APP-004730,Park-Short,Energy,Research & Development,115343.58,121850.23,1.0564,5.0,4,837,0.4603,713.61,1,0,2.94,0.2606,0.0,A,0.3544,1,2026-02-27
APP-004731,Jones-Obrien,Healthcare,Working Capital,221682.27,195589.23,0.8823,13.0,17,617,0.3092,3359.25,0,1,16.6,0.7648,0.0,BBB,0.8823,1,2025-06-23
APP-004732,Ayers Group,Agriculture,Debt Consolidation,3042802.03,3249.24,0.0011,9.6,3,657,0.5535,28055.48,4,1,6.22,0.3687,0.0,BBB,0.7163,1,2025-05-21
APP-004733,Austin-Stanley,Agriculture,Research & Development,71053.41,384222.4,5.4075,5.5,11,749,0.1724,695.52,1,0,1.55,0.2359,0.0,AA,0.6137,1,2025-09-06
APP-004734,Mcdonald-Myers,Agriculture,Research & Development,37313.65,6753.75,0.181,0.0,34,613,0.3553,312.19,1,1,15.4,0.2744,0.0,BBB,0.8917,1,2026-02-05
APP-004735,Sanchez-Ortega,Agriculture,Business Expansion,684303.08,389952.11,0.5699,11.9,18,641,0.4471,5592.29,3,1,8.92,0.7809,0.0,BBB,0.8605,0,2025-06-02
APP-004736,"Hughes, Jenkins and Park",Transportation,Research & Development,87413.47,174438.46,1.9956,7.0,128,593,0.3145,633.97,2,1,4.43,0.6116,0.0,BB,0.9464,1,2025-07-14
APP-004737,Johnson-Bell,Agriculture,Real Estate,1908027.73,15631.93,0.0082,0.0,2,684,0.5375,10062.94,0,1,83.67,0.607,0.0,A,0.8385,1,2025-10-28
APP-004738,Smith-Martin,Manufacturing,Working Capital,57596.18,246840.09,4.2857,10.2,83,696,0.4185,381.64,1,1,13.89,0.3498,0.0,A,0.8644,1,2025-06-18
APP-004739,"Roberts, Drake and Perkins",Manufacturing,Working Capital,225639.39,3495251.12,15.4904,13.3,16,706,0.1525,3897.22,1,1,20.87,0.3709,211.49,AA,0.7943,1,2025-10-22
APP-004740,"Brewer, Ward and Kelley",Retail,Equipment Purchase,885508.81,129865.98,0.1467,8.9,6,738,0.1542,6803.43,0,0,25.48,0.4831,0.0,AA,0.1567,1,2025-12-11
APP-004741,Delgado Inc,Transportation,Equipment Purchase,13839358.1,165292.16,0.0119,5.0,4,636,0.3357,84590.75,1,1,166.6,0.6205,0.0,BBB,0.7547,1,2026-02-08
APP-004742,Willis-Armstrong,Retail,Real Estate,445378.34,10188.55,0.0229,9.9,28,628,0.1314,7708.51,1,1,10.66,0.1037,99.74,BBB,0.4629,1,2025-09-11
APP-004743,Smith-Mclaughlin,Real Estate,Business Expansion,7376988.35,12396.54,0.0017,7.7,11,686,0.1654,122424.34,1,0,162.46,0.7347,0.0,A,0.2581,0,2025-10-10
APP-004744,"Foster, Rush and Henderson",Agriculture,Debt Consolidation,16018555.32,430419.86,0.0269,10.8,200,739,0.1867,165300.73,3,0,6.04,0.139,0.0,AA,0.1023,0,2026-02-28
APP-004745,Hunt-Collins,Real Estate,Research & Development,3084938.54,77231.58,0.025,2.0,351,695,0.0528,32392.67,0,0,39.28,0.426,838.52,A,0.1378,0,2025-08-04
APP-004746,"Reed, Villarreal and Carrillo",Media,Working Capital,2255322.31,279580.25,0.124,7.0,41,650,0.0207,31740.5,0,0,5.76,0.7723,224.6,A,0.3438,0,2025-08-22
APP-004747,"Ryan, Harmon and Lewis",Energy,Working Capital,1222096.19,20998.74,0.0172,1.6,1,771,0.2505,21176.5,1,2,22.29,0.5836,593.04,AAA,0.6355,0,2025-06-21
APP-004748,"Mosley, Mcintyre and Miles",Finance,Debt Consolidation,412330.54,15040.8,0.0365,16.7,17,663,0.0497,2460.13,1,1,6.13,0.3155,0.0,A,0.3123,0,2025-12-04
APP-004749,"Reed, Wood and Smith",Energy,Research & Development,3730454.71,12694.12,0.0034,6.5,46,494,0.2737,38046.97,1,3,39.68,0.3172,0.0,B,0.9926,1,2025-06-13
APP-004750,Riley-Smith,Finance,Debt Consolidation,814249.47,255734.32,0.3141,13.8,1,699,0.2524,4214.8,3,2,20.42,0.5529,0.0,A,0.5986,0,2025-11-26
APP-004751,"Shelton, Gutierrez and Olson",Manufacturing,Equipment Purchase,70406.21,409013.79,5.8093,9.0,5,736,0.1216,865.99,1,0,10.74,0.2117,0.0,AA,0.5591,1,2025-10-30
APP-004752,Johnson-Edwards,Healthcare,Business Expansion,342296.92,11969.04,0.035,9.1,21,730,0.3841,6112.68,1,1,28.23,0.2869,0.0,AA,0.367,1,2025-09-11
APP-004753,"Cain, Wright and James",Energy,Debt Consolidation,44772.4,16292.36,0.3639,4.4,1,751,0.272,244.96,3,1,19.85,0.5503,599.51,AAA,0.4343,1,2026-01-23
APP-004754,Williams LLC,Media,Real Estate,592601.97,37677.51,0.0636,21.0,10,699,0.1035,3474.07,2,1,1.79,0.5869,0.0,A,0.2822,0,2025-05-20
APP-004755,"Santiago, Edwards and Rodriguez",Retail,Working Capital,11470079.8,806599.12,0.0703,10.1,25,688,0.144,207974.18,0,0,108.97,0.5626,531.3,A,0.1979,0,2025-08-19
APP-004756,Oliver-Adams,Technology,Working Capital,1682021.67,26467.74,0.0157,10.4,91,654,0.4237,31049.31,1,1,47.59,0.1515,175.2,A,0.5682,1,2026-02-06
APP-004757,Warren-Whitaker,Energy,Equipment Purchase,7624.4,12885.57,1.69,8.9,1,537,0.0849,93.79,0,1,20.27,0.7878,172.68,B,0.9676,1,2025-06-29
APP-004758,Barnett-Adams,Transportation,Research & Development,1990316.59,75578.54,0.038,1.4,156,569,0.348,20158.71,1,1,15.5,0.5187,0.0,BB,0.9323,1,2026-02-16
APP-004759,Hood Ltd,Finance,Business Expansion,284228.51,41139.08,0.1447,8.5,71,593,0.4458,1934.54,0,1,8.76,0.7102,0.0,BB,0.9223,1,2025-08-31
APP-004760,Hughes-Rios,Technology,Research & Development,1442452.58,479775.11,0.3326,1.7,28,660,0.05,24665.22,0,2,22.29,0.5064,127.52,A,0.684,1,2026-01-13
APP-004761,"Wilson, Haley and Kim",Healthcare,Working Capital,2167910.25,29619.06,0.0137,11.2,88,645,0.4617,28570.52,1,1,49.32,0.7105,0.0,BBB,0.8025,1,2025-07-19
APP-004762,Hernandez-Leach,Agriculture,Real Estate,158362.91,29295.0,0.185,5.9,15,660,0.3994,1413.67,1,1,43.41,0.254,0.0,A,0.5884,1,2025-09-04
APP-004763,Gibbs-Kelley,Real Estate,Working Capital,257319.15,32612.23,0.1267,4.9,21,644,0.2889,2236.1,3,0,21.2,0.6563,0.0,BBB,0.5339,0,2025-09-15
APP-004764,Lowe PLC,Agriculture,Working Capital,6072.76,296581.96,48.8381,16.3,22,665,0.3863,112.23,1,0,13.71,0.7997,0.0,A,0.9302,1,2025-04-09
APP-004765,May Group,Manufacturing,Business Expansion,229720.2,43539.82,0.1895,2.8,235,592,0.1879,3594.18,1,1,21.02,0.7756,0.0,BB,0.8763,1,2025-10-18
APP-004766,"Griffith, Drake and Dalton",Real Estate,Debt Consolidation,308263.87,27222.8,0.0883,8.6,6,737,0.4071,5180.42,3,1,5.94,0.7843,0.0,AA,0.5744,0,2025-06-01
APP-004767,"Lester, Coleman and Brown",Media,Business Expansion,196792.81,519581.93,2.6402,5.5,51,655,0.3728,1949.82,3,0,10.84,0.22,356.0,A,0.6812,1,2026-03-16
APP-004768,"Wallace, Perez and Colon",Healthcare,Research & Development,725494.54,30950.2,0.0427,5.4,1,710,0.0429,11368.06,0,0,70.94,0.2867,0.0,AA,0.0889,0,2025-10-09
APP-004769,Anderson-Wilson,Transportation,Real Estate,792012.61,92110.49,0.1163,16.3,120,555,0.2757,16148.08,3,0,49.28,0.6366,0.0,BB,0.8546,1,2025-05-21
APP-004770,Harris and Sons,Transportation,Research & Development,64884.34,156760.25,2.416,9.1,10,676,0.4193,746.8,0,1,11.9,0.1997,0.0,A,0.7504,1,2025-08-28
APP-004771,"Jackson, Dickson and Barrett",Manufacturing,Real Estate,200311.04,31598.12,0.1577,5.5,35,713,0.1902,929.91,3,1,42.14,0.4695,0.0,AA,0.3195,0,2025-04-15
APP-004772,Schultz Ltd,Finance,Research & Development,4760531.81,179472.71,0.0377,13.0,9,740,0.352,71877.74,2,0,48.25,0.7362,0.0,AA,0.3138,1,2026-01-05
APP-004773,"Davis, Li and Hill",Media,Debt Consolidation,314870.77,707297.94,2.2463,4.9,50,622,0.2533,4153.28,0,1,212.39,0.115,808.97,BBB,0.8201,1,2026-02-25
APP-004774,"Oliver, Graves and Davis",Finance,Business Expansion,272671.05,1977.07,0.0073,12.3,39,786,0.1669,3901.27,1,0,5.55,0.7447,0.0,AAA,0.2078,0,2025-06-09
APP-004775,"Carroll, Rowe and Moore",Media,Equipment Purchase,794508.99,224853.3,0.283,11.4,38,792,0.2325,5758.18,2,0,15.99,0.2419,0.0,AAA,0.1475,0,2025-04-28
APP-004776,Johnston-Gonzalez,Transportation,Real Estate,2166040.54,11195.25,0.0052,1.0,6,586,0.1067,19732.73,2,1,14.29,0.2516,0.0,BB,0.779,0,2025-10-26
APP-004777,"Patterson, Meyer and Osborne",Transportation,Working Capital,424140.48,277455.13,0.6542,10.3,14,699,0.3364,6756.33,3,1,69.23,0.5456,0.0,A,0.5058,1,2025-07-22
APP-004778,Turner LLC,Media,Equipment Purchase,437972.92,10019.5,0.0229,12.4,83,843,0.0281,1879.52,2,0,42.56,0.5029,599.08,AAA,0.1082,0,2026-02-18
APP-004779,"Palmer, Ortiz and Smith",Retail,Equipment Purchase,473729.81,402962.64,0.8506,1.8,119,530,0.2997,7250.44,1,0,20.2,0.7405,0.0,B,0.9574,1,2025-07-30
APP-004780,"Fuentes, Collier and Perkins",Real Estate,Business Expansion,21006.93,53346.79,2.5395,12.1,59,703,0.4532,381.14,0,1,36.88,0.4139,1186.05,A,0.8308,1,2025-06-24
APP-004781,Gonzalez and Sons,Agriculture,Debt Consolidation,3008.53,166061.11,55.1967,0.9,30,626,0.0225,59.75,1,2,26.06,0.5839,0.0,BBB,0.9829,1,2025-06-16
APP-004782,"Thompson, Hardin and Hurst",Agriculture,Real Estate,627761.24,531949.47,0.8474,7.7,4,609,0.2854,4875.76,1,0,5.03,0.5833,0.0,BBB,0.7387,0,2025-11-13
APP-004783,Campos-Perez,Real Estate,Real Estate,45464.64,5034.03,0.1107,7.7,2,669,0.2861,835.62,0,0,12.71,0.2849,0.0,A,0.2741,0,2025-10-27
APP-004784,"Singleton, Wright and Jones",Finance,Working Capital,796447.2,124348.76,0.1561,2.9,2,666,0.7294,11467.51,2,3,7.61,0.3979,0.0,BB,0.9574,1,2026-03-18
